City,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,AQI_Category
Moscow,2023-11-04,109.76,79.28,79.68,33.76,5.8,90.07,24.82,64.37,3.64,Unhealthy
Moscow,2023-11-05,100.93,73.63,83.38,31.35,6.28,93.58,38.8,83.51,2.15,Unhealthy
Moscow,2023-11-06,91.8,134.96,71.48,32.88,7.3,108.3,31.98,60.14,7.75,Moderate
Moscow,2023-11-07,82.67,196.3,59.58,34.41,8.33,123.01,25.17,36.77,13.35,Moderate
Moscow,2023-11-08,49.64,111.71,48.23,17.0,5.52,56.36,0.41,57.36,12.19,Good
Moscow,2023-11-09,68.93,106.78,72.51,42.03,3.98,64.32,13.36,85.2,15.8,Moderate
Moscow,2023-11-10,123.7,185.03,28.85,15.8,9.76,62.84,-4.31,51.07,2.36,Unhealthy
Moscow,2023-11-11,94.54,102.5,51.89,30.7,8.34,62.22,13.55,55.7,5.38,Moderate
Moscow,2023-11-12,65.39,19.98,74.93,45.59,6.91,61.6,31.4,60.34,8.39,Good
Moscow,2023-11-13,72.04,73.11,59.12,35.36,3.68,124.43,17.19,59.36,16.68,Moderate
Moscow,2023-11-14,130.54,118.77,74.01,30.53,7.65,62.71,-4.79,73.64,7.56,Unhealthy
Moscow,2023-11-15,38.62,118.65,99.13,39.48,7.91,116.02,38.11,87.87,6.94,Good
Moscow,2023-11-16,90.44,40.44,49.04,30.74,5.94,99.52,21.06,87.36,9.36,Moderate
Moscow,2023-11-17,88.71,49.78,44.39,29.82,5.16,78.0,18.01,59.3,9.55,Moderate
Moscow,2023-11-18,86.99,59.12,39.74,28.9,4.38,56.48,14.97,31.24,9.74,Moderate
Moscow,2023-11-19,117.21,102.01,80.3,40.19,4.64,90.99,16.8,71.27,13.38,Unhealthy
Moscow,2023-11-20,96.01,153.07,43.76,21.49,7.3,86.84,-0.29,60.8,10.43,Moderate
Moscow,2023-11-21,35.12,66.24,51.52,4.77,3.03,111.04,-8.43,23.39,2.03,Good
Moscow,2023-11-22,52.91,105.02,16.79,32.08,0.48,76.08,-0.57,46.04,3.67,Good
Moscow,2023-11-23,128.85,69.6,77.93,9.21,6.0,33.9,24.1,77.69,4.15,Unhealthy
Moscow,2023-11-24,66.21,27.56,49.82,19.02,9.84,91.53,14.28,80.01,2.87,Moderate
Moscow,2023-11-25,73.92,178.56,72.76,28.03,3.43,125.9,2.65,55.09,8.47,Moderate
Moscow,2023-11-26,84.85,128.84,38.02,19.01,4.26,160.14,20.9,52.9,5.65,Moderate
Moscow,2023-11-27,25.41,52.73,74.73,34.71,3.98,197.59,-4.56,54.1,13.15,Good
Moscow,2023-11-28,68.88,111.14,32.98,26.1,2.06,142.89,20.59,69.08,9.97,Moderate
Moscow,2023-11-29,72.28,122.16,37.78,20.74,3.75,135.41,16.84,74.58,10.4,Moderate
Moscow,2023-11-30,75.68,133.18,42.58,15.38,5.44,127.93,13.08,80.09,10.83,Moderate
Moscow,2023-12-01,79.09,144.21,47.38,10.02,7.12,120.45,9.33,85.6,11.26,Moderate
Moscow,2023-12-02,27.93,113.58,41.03,35.82,4.11,94.51,21.55,78.65,12.95,Good
Moscow,2023-12-03,19.24,13.97,70.5,30.41,3.35,13.67,37.91,72.2,11.34,Good
Moscow,2023-12-04,28.56,107.91,63.14,34.44,4.36,188.74,15.11,78.32,3.53,Good
Moscow,2023-12-05,127.28,103.35,23.95,11.67,6.77,184.83,-5.42,48.16,17.14,Unhealthy
Moscow,2023-12-06,54.51,199.22,7.28,28.14,6.87,173.46,23.04,90.59,6.3,Good
Moscow,2023-12-07,26.18,191.37,44.6,26.09,2.59,179.89,36.96,57.32,0.71,Good
Moscow,2023-12-08,57.66,86.39,57.19,20.17,5.75,113.47,22.52,36.67,12.73,Good
Moscow,2023-12-09,62.4,93.45,53.93,22.8,5.06,119.06,21.03,35.54,9.53,Good
Moscow,2023-12-10,67.14,100.52,50.66,25.44,4.37,124.65,19.53,34.41,6.34,Moderate
Moscow,2023-12-11,71.87,107.58,47.4,28.07,3.68,130.24,18.04,33.29,3.14,Moderate
Moscow,2023-12-12,81.2,107.85,52.19,29.18,3.76,98.96,14.48,48.82,7.13,Moderate
Moscow,2023-12-13,90.52,108.13,56.99,30.3,3.84,67.68,10.92,64.36,11.12,Moderate
Moscow,2023-12-14,99.84,108.4,61.78,31.41,3.92,36.4,7.36,79.9,15.11,Unhealthy
Moscow,2023-12-15,82.0,102.14,61.45,36.25,3.81,110.98,17.22,24.96,9.12,Moderate
Moscow,2023-12-16,108.61,121.53,43.22,30.37,5.01,141.36,14.1,60.22,5.76,Unhealthy
Moscow,2023-12-17,120.58,132.8,64.45,23.82,0.84,191.15,17.37,52.33,18.37,Unhealthy
Moscow,2023-12-18,76.31,155.85,48.93,30.17,1.4,144.75,14.66,50.14,16.52,Moderate
Moscow,2023-12-19,32.03,178.9,33.41,36.52,1.96,98.36,11.96,47.94,14.66,Good
Moscow,2023-12-20,82.86,148.89,31.46,39.42,5.14,112.42,2.36,49.5,14.31,Moderate
Moscow,2023-12-21,133.68,118.88,29.5,42.32,8.34,126.48,-7.25,51.06,13.95,Unhealthy
Moscow,2023-12-22,148.74,37.09,63.7,26.42,2.02,41.66,18.95,36.51,15.89,Unhealthy
Moscow,2023-12-23,123.94,111.1,37.02,27.3,2.42,103.54,22.0,60.24,9.04,Unhealthy
Moscow,2023-12-24,99.15,185.11,10.34,28.18,2.82,165.42,25.06,83.98,2.2,Unhealthy
Moscow,2023-12-25,22.22,68.33,36.08,30.58,2.82,128.8,8.48,43.9,11.06,Good
Moscow,2023-12-26,132.65,90.85,96.31,39.33,2.99,150.38,-7.38,60.54,17.06,Unhealthy
Moscow,2023-12-27,116.3,132.26,68.69,35.59,5.52,35.87,9.46,47.18,12.84,Unhealthy
Moscow,2023-12-28,116.3,132.26,68.69,35.59,5.52,35.87,9.46,47.18,12.84,Unhealthy
Mumbai,2023-01-01,111.02,163.89,76.69,31.03,2.6,150.52,30.06,68.6,8.4,Unhealthy
Mumbai,2023-01-02,55.02,127.64,68.08,16.35,8.98,190.86,25.35,73.83,19.22,Good
Mumbai,2023-01-03,87.64,132.23,52.23,20.11,7.48,119.47,20.31,72.12,15.26,Moderate
Mumbai,2023-01-04,120.26,136.82,36.38,23.86,5.97,48.08,15.27,70.4,11.31,Unhealthy
Mumbai,2023-01-05,10.09,163.4,40.77,18.56,3.42,42.85,31.09,27.6,9.99,Good
Mumbai,2023-01-06,115.79,75.36,63.44,9.03,4.76,169.19,11.33,22.42,11.88,Unhealthy
Mumbai,2023-01-07,106.19,79.13,62.78,15.16,4.6,160.42,8.42,39.31,10.43,Unhealthy
Mumbai,2023-01-08,96.59,82.9,62.12,21.29,4.45,151.64,5.51,56.21,8.98,Moderate
Mumbai,2023-01-09,86.98,86.66,61.47,27.42,4.3,142.87,2.6,73.1,7.53,Moderate
Mumbai,2023-01-10,104.34,132.27,23.13,9.6,3.47,181.82,20.25,88.42,3.76,Unhealthy
Mumbai,2023-01-11,62.28,189.25,93.13,20.62,1.82,58.77,26.24,20.52,7.17,Good
Mumbai,2023-01-12,114.63,80.82,37.1,19.78,9.01,124.8,10.44,16.02,9.16,Unhealthy
Mumbai,2023-01-13,112.4,119.11,43.19,32.85,3.92,112.04,14.94,62.04,6.94,Unhealthy
Mumbai,2023-01-14,53.98,104.96,34.0,35.94,7.6,82.13,16.39,38.68,9.31,Good
Mumbai,2023-01-15,111.84,89.8,73.5,47.17,9.02,107.65,23.48,65.25,3.91,Unhealthy
Mumbai,2023-01-16,61.9,74.25,79.4,46.95,5.88,69.44,15.08,54.22,10.88,Good
Mumbai,2023-01-17,11.95,58.7,85.29,46.73,2.75,31.23,6.68,43.19,17.85,Good
Mumbai,2023-01-18,53.68,99.88,86.27,22.73,6.74,169.87,11.12,50.22,11.5,Good
Mumbai,2023-01-19,143.0,178.39,82.64,35.52,1.21,115.56,6.86,51.27,9.18,Unhealthy
Mumbai,2023-01-20,117.41,56.59,79.79,16.64,9.17,108.31,-9.53,49.92,6.87,Unhealthy
Mumbai,2023-01-21,105.66,84.89,69.14,25.34,7.1,101.8,-1.83,54.69,8.77,Unhealthy
Mumbai,2023-01-22,93.92,113.19,58.5,34.04,5.02,95.3,5.88,59.47,10.67,Moderate
Mumbai,2023-01-23,82.17,141.5,47.85,42.74,2.94,88.8,13.58,64.24,12.58,Moderate
Mumbai,2023-01-24,26.42,102.94,63.84,17.04,3.08,59.21,16.8,72.8,4.18,Good
Mumbai,2023-01-25,99.24,71.2,59.72,21.7,4.72,112.99,7.52,47.74,12.36,Unhealthy
Mumbai,2023-01-26,73.26,102.24,58.89,21.79,6.24,105.64,26.4,46.06,14.86,Moderate
Mumbai,2023-01-27,56.22,43.09,60.73,30.13,0.76,83.14,29.02,21.11,11.4,Good
Mumbai,2023-01-28,71.23,61.63,61.26,32.97,1.33,104.69,28.96,28.7,10.44,Moderate
Mumbai,2023-01-29,86.24,80.17,61.78,35.8,1.9,126.24,28.89,36.29,9.47,Moderate
Mumbai,2023-01-30,101.24,98.71,62.31,38.64,2.47,147.79,28.83,43.87,8.51,Unhealthy
Mumbai,2023-01-31,116.25,117.25,62.84,41.47,3.04,169.34,28.77,51.46,7.54,Unhealthy
Mumbai,2023-02-01,131.26,135.79,63.36,44.31,3.61,190.9,28.7,59.05,6.58,Unhealthy
Mumbai,2023-02-02,54.82,80.81,24.37,24.83,3.55,102.42,22.4,47.66,8.74,Good
Mumbai,2023-02-03,97.49,79.52,42.78,26.93,2.79,71.66,28.56,28.84,11.71,Moderate
Mumbai,2023-02-04,140.16,78.24,61.18,29.03,2.03,40.91,34.73,10.02,14.69,Unhealthy
Mumbai,2023-02-05,115.4,81.5,55.78,22.52,4.89,87.08,30.18,28.96,12.49,Unhealthy
Mumbai,2023-02-06,90.65,84.76,50.39,16.0,7.74,133.25,25.64,47.9,10.3,Moderate
Mumbai,2023-02-07,109.6,80.39,34.7,22.96,4.64,102.28,12.5,32.62,13.19,Unhealthy
Mumbai,2023-02-08,128.56,76.02,19.02,29.93,1.54,71.31,-0.64,17.34,16.09,Unhealthy
Mumbai,2023-02-09,75.28,176.01,90.93,6.31,6.13,120.26,19.73,71.72,11.55,Moderate
Mumbai,2023-02-10,78.62,192.9,38.97,28.74,7.35,65.76,-2.17,68.59,14.43,Moderate
Mumbai,2023-02-11,76.72,191.44,30.69,9.17,4.12,129.78,21.04,74.06,7.33,Moderate
Mumbai,2023-02-12,68.64,141.29,42.08,28.08,0.42,151.41,5.17,48.01,11.51,Moderate
Mumbai,2023-02-13,66.22,72.01,26.67,23.21,5.86,71.86,23.81,52.47,5.17,Moderate
Mumbai,2023-02-14,133.88,119.94,34.45,21.0,5.4,67.24,19.38,64.41,9.78,Unhealthy
Mumbai,2023-02-15,75.27,104.88,53.51,10.78,6.48,94.09,7.2,54.96,6.99,Moderate
Mumbai,2023-02-16,80.94,119.76,48.98,21.29,6.65,53.43,10.86,58.91,7.26,Moderate
Mumbai,2023-02-17,86.61,134.64,44.45,31.8,6.82,12.76,14.52,62.87,7.52,Moderate
Mumbai,2023-02-18,146.91,92.71,65.52,44.09,1.67,144.22,37.07,53.07,0.68,Unhealthy
Mumbai,2023-02-19,76.56,87.56,40.93,34.01,3.54,60.84,16.24,43.89,9.44,Moderate
Mumbai,2023-02-20,97.36,173.1,59.04,34.88,5.18,69.0,21.95,39.79,5.1,Moderate
Mumbai,2023-02-21,123.23,138.69,68.86,25.3,6.11,101.31,16.47,27.81,14.48,Unhealthy
Mumbai,2023-02-22,99.6,135.12,75.28,29.27,4.99,98.28,9.42,40.92,10.58,Unhealthy
Mumbai,2023-02-23,75.98,131.55,81.71,33.24,3.87,95.25,2.37,54.04,6.68,Moderate
Mumbai,2023-02-24,52.36,127.98,88.14,37.2,2.75,92.22,-4.68,67.16,2.78,Good
Mumbai,2023-02-25,8.44,32.02,42.87,38.19,5.53,162.81,2.72,68.97,2.04,Good
Mumbai,2023-02-26,98.86,134.37,89.32,9.9,6.36,178.1,-1.43,76.01,6.94,Moderate
Mumbai,2023-02-27,66.68,46.78,50.58,7.63,7.29,136.27,-4.45,35.93,3.94,Moderate
Mumbai,2023-02-28,97.01,29.26,70.26,26.83,6.08,160.41,-1.19,48.15,7.28,Moderate
Mumbai,2023-03-01,127.34,11.75,89.93,46.03,4.88,184.55,2.07,60.37,10.61,Unhealthy
Mumbai,2023-03-02,82.52,27.43,43.89,9.15,1.33,61.31,32.08,93.11,14.43,Moderate
Mumbai,2023-03-03,53.55,36.71,46.59,25.03,4.58,158.25,13.15,19.17,5.87,Good
Mumbai,2023-03-04,98.26,10.29,55.59,48.9,6.16,114.11,15.93,97.12,16.03,Moderate
Mumbai,2023-03-05,55.16,80.41,44.41,27.62,3.15,109.01,13.38,70.08,9.7,Good
Mumbai,2023-03-06,84.78,108.8,63.9,21.48,4.94,122.9,29.29,76.94,9.86,Moderate
Mumbai,2023-03-07,55.5,134.23,52.73,35.94,0.7,35.54,6.06,50.52,12.64,Good
Mumbai,2023-03-08,64.23,113.36,55.46,30.85,3.04,61.56,9.01,40.5,13.25,Good
Mumbai,2023-03-09,72.96,92.49,58.18,25.76,5.38,87.58,11.96,30.49,13.85,Moderate
Mumbai,2023-03-10,47.49,100.39,42.08,22.59,5.57,174.13,4.7,31.7,6.39,Good
Mumbai,2023-03-11,31.33,162.77,74.0,14.38,5.87,94.55,21.41,46.63,6.96,Good
Mumbai,2023-03-12,125.39,157.84,32.6,32.9,2.45,72.43,-2.17,95.59,14.33,Unhealthy
Mumbai,2023-03-13,97.27,177.6,37.22,18.06,6.51,110.79,8.5,69.15,7.45,Moderate
Mumbai,2023-03-14,105.2,45.07,8.77,18.0,2.16,40.75,39.6,44.32,16.98,Unhealthy
Mumbai,2023-03-15,95.46,128.47,23.72,27.57,9.88,22.81,38.2,36.16,3.12,Moderate
Mumbai,2023-03-16,77.67,128.44,51.29,26.9,5.71,108.94,8.78,62.83,10.74,Moderate
Mumbai,2023-03-17,67.23,126.87,41.16,27.23,5.72,127.38,8.38,56.72,9.91,Moderate
Mumbai,2023-03-18,56.79,125.31,31.04,27.56,5.73,145.83,7.97,50.61,9.07,Good
Mumbai,2023-03-19,46.35,123.74,20.91,27.88,5.74,164.28,7.56,44.5,8.24,Good
Mumbai,2023-03-20,55.73,70.88,72.2,30.19,5.19,166.82,14.97,71.36,9.38,Good
Mumbai,2023-03-21,72.46,101.66,57.38,25.56,6.1,138.57,14.12,66.7,10.89,Moderate
Mumbai,2023-03-22,89.18,132.44,42.56,20.93,7.01,110.31,13.27,62.04,12.39,Moderate
Mumbai,2023-03-23,115.71,64.03,29.18,8.9,9.49,80.52,36.54,50.02,16.51,Unhealthy
Mumbai,2023-03-24,105.94,67.01,22.81,47.49,7.42,24.75,34.13,33.08,5.08,Unhealthy
Mumbai,2023-03-25,119.89,59.31,48.04,6.83,9.55,34.59,22.33,87.17,2.06,Unhealthy
Mumbai,2023-03-26,98.53,72.37,57.02,11.5,7.63,45.42,18.13,73.17,7.4,Moderate
Mumbai,2023-03-27,77.17,85.43,66.0,16.17,5.72,56.26,13.94,59.17,12.75,Moderate
Mumbai,2023-03-28,63.72,12.39,84.79,20.82,7.62,114.17,7.07,86.16,14.78,Good
Mumbai,2023-03-29,72.43,30.63,71.66,21.14,7.33,110.36,9.4,80.59,14.37,Moderate
Mumbai,2023-03-30,81.13,48.87,58.53,21.45,7.05,106.55,11.73,75.02,13.97,Moderate
Mumbai,2023-03-31,89.84,67.1,45.4,21.76,6.76,102.74,14.06,69.44,13.56,Moderate
Mumbai,2023-04-01,98.54,85.34,32.27,22.08,6.48,98.93,16.39,63.87,13.15,Moderate
Mumbai,2023-04-02,107.25,103.58,19.14,22.4,6.19,95.12,18.72,58.3,12.74,Unhealthy
Mumbai,2023-04-03,44.71,177.83,71.46,18.73,7.01,80.19,15.56,36.32,8.13,Good
Mumbai,2023-04-04,80.56,83.68,8.96,30.52,8.3,169.01,3.88,91.7,17.76,Moderate
Mumbai,2023-04-05,111.37,113.43,51.81,41.76,7.24,156.97,21.63,60.07,10.86,Unhealthy
Mumbai,2023-04-06,70.68,147.8,47.86,30.37,6.35,110.23,12.53,75.54,9.17,Moderate
Mumbai,2023-04-07,69.12,139.42,77.18,23.54,4.5,139.59,12.54,45.17,16.23,Moderate
Mumbai,2023-04-08,36.33,135.17,69.42,36.89,3.55,82.1,8.59,48.31,9.02,Good
Mumbai,2023-04-09,129.91,55.89,54.35,42.13,5.56,91.93,-3.78,31.54,17.33,Unhealthy
Mumbai,2023-04-10,41.11,159.94,47.95,19.02,5.31,101.1,24.61,56.49,7.94,Good
Mumbai,2023-04-11,74.44,158.84,66.48,26.12,7.41,75.4,20.0,62.82,10.44,Moderate
Mumbai,2023-04-12,78.51,106.6,77.76,21.88,4.22,141.78,1.22,51.42,11.42,Moderate
Mumbai,2023-04-13,54.86,75.73,97.58,12.36,8.27,175.15,-7.62,27.06,16.57,Good
Mumbai,2023-04-14,91.55,90.4,65.17,17.78,3.72,60.06,6.18,28.91,14.76,Moderate
Mumbai,2023-04-15,103.8,135.38,61.8,32.39,8.14,127.11,27.6,39.16,8.32,Unhealthy
Mumbai,2023-04-16,73.36,50.73,77.24,39.51,5.96,138.9,22.94,22.11,9.59,Moderate
Mumbai,2023-04-17,134.52,77.32,32.57,49.5,0.39,133.38,8.14,31.0,18.97,Unhealthy
Mumbai,2023-04-18,143.11,90.45,40.18,32.86,6.34,126.17,8.76,44.56,15.53,Unhealthy
Mumbai,2023-04-19,99.17,84.01,27.53,26.76,4.88,64.22,8.84,60.59,10.12,Unhealthy
Mumbai,2023-04-20,119.45,118.8,46.73,35.58,4.81,64.68,-1.2,22.34,12.59,Unhealthy
Mumbai,2023-04-21,78.7,74.4,64.91,22.36,3.5,45.08,12.51,36.37,14.37,Moderate
Mumbai,2023-04-22,37.96,30.01,83.1,9.14,2.2,25.49,26.22,50.4,16.15,Good
Mumbai,2023-04-23,30.85,85.57,55.06,29.65,0.54,167.13,16.77,46.72,4.05,Good
Mumbai,2023-04-24,51.15,140.28,65.86,34.82,1.95,89.7,6.45,67.2,10.46,Good
Mumbai,2023-04-25,71.45,195.0,76.65,39.98,3.36,12.27,-3.87,87.68,16.86,Moderate
Mumbai,2023-04-26,96.66,82.52,82.38,28.16,4.08,90.02,21.95,70.52,8.31,Moderate
Mumbai,2023-04-27,84.58,50.0,73.04,47.01,9.55,51.53,-2.11,99.23,16.13,Moderate
Mumbai,2023-04-28,89.73,97.72,63.38,39.22,2.77,40.45,13.27,59.72,10.0,Moderate
Mumbai,2023-04-29,89.28,91.75,63.49,37.12,3.47,53.55,11.33,56.36,9.27,Moderate
Mumbai,2023-04-30,88.83,85.77,63.59,35.03,4.18,66.65,9.39,52.99,8.54,Moderate
Mumbai,2023-05-01,88.37,79.8,63.69,32.94,4.88,79.75,7.46,49.62,7.81,Moderate
Mumbai,2023-05-02,87.92,73.82,63.79,30.85,5.59,92.84,5.52,46.25,7.08,Moderate
Mumbai,2023-05-03,87.47,67.85,63.89,28.76,6.29,105.94,3.58,42.88,6.34,Moderate
Mumbai,2023-05-04,57.97,50.74,41.74,20.42,5.44,96.69,14.49,32.18,3.94,Good
Mumbai,2023-05-05,28.47,33.64,19.58,12.09,4.58,87.43,25.4,21.48,1.53,Good
Mumbai,2023-05-06,49.66,84.1,52.87,20.57,4.19,60.44,18.59,32.68,4.78,Good
Mumbai,2023-05-07,69.12,72.44,85.46,29.89,8.08,119.96,31.17,72.14,9.16,Moderate
Mumbai,2023-05-08,75.9,103.08,73.82,29.64,7.73,106.68,27.68,77.58,13.09,Moderate
Mumbai,2023-05-09,83.62,145.45,71.85,17.85,2.06,80.21,-2.65,67.57,11.54,Moderate
Mumbai,2023-05-10,37.41,119.11,77.75,3.4,8.48,77.56,26.2,98.72,6.49,Good
Mumbai,2023-05-11,113.13,139.31,93.04,18.04,9.02,23.07,4.67,65.1,7.2,Unhealthy
Mumbai,2023-05-12,69.4,140.85,65.78,30.77,7.81,119.01,12.73,36.51,5.18,Moderate
Mumbai,2023-05-13,72.3,124.84,60.11,29.52,7.48,108.2,10.42,42.08,8.24,Moderate
Mumbai,2023-05-14,75.2,108.83,54.44,28.28,7.16,97.38,8.1,47.65,11.3,Moderate
Mumbai,2023-05-15,124.92,142.64,39.69,29.9,7.14,120.68,2.05,91.6,13.75,Unhealthy
Mumbai,2023-05-16,92.44,99.82,44.68,9.58,8.84,158.16,7.3,47.84,4.38,Moderate
Mumbai,2023-05-17,130.25,95.37,8.28,8.35,3.63,57.1,28.13,87.51,19.18,Unhealthy
Mumbai,2023-05-18,80.2,140.87,51.73,21.99,4.8,126.95,17.28,47.68,12.52,Moderate
Mumbai,2023-05-19,38.86,78.13,77.05,28.31,5.42,136.44,20.84,59.18,6.42,Good
Mumbai,2023-05-20,35.09,60.39,39.19,20.41,4.7,119.93,33.0,67.27,11.38,Good
Mumbai,2023-05-21,55.5,81.79,44.1,24.06,4.09,135.87,23.72,57.36,9.57,Good
Mumbai,2023-05-22,75.92,103.2,49.0,27.7,3.47,151.8,14.44,47.44,7.76,Moderate
Mumbai,2023-05-23,108.69,86.34,56.2,44.59,5.2,126.88,15.78,53.0,12.58,Unhealthy
Mumbai,2023-05-24,61.18,66.63,49.88,11.22,6.21,91.37,35.4,36.83,18.84,Good
Mumbai,2023-05-25,15.58,198.3,38.95,23.11,1.49,152.95,35.68,21.98,15.47,Good
Mumbai,2023-05-26,111.08,126.38,42.98,33.86,5.45,133.32,16.86,64.76,4.34,Unhealthy
Mumbai,2023-05-27,123.62,132.55,51.97,30.44,6.71,40.9,12.66,24.45,10.31,Unhealthy
Mumbai,2023-05-28,109.61,33.82,70.73,24.07,7.64,75.79,6.16,39.26,15.98,Unhealthy
Mumbai,2023-05-29,96.02,54.23,70.86,27.46,6.76,90.1,9.25,48.55,16.14,Moderate
Mumbai,2023-05-30,82.42,74.65,70.99,30.86,5.88,104.4,12.35,57.84,16.3,Moderate
Mumbai,2023-05-31,68.83,95.06,71.13,34.25,5.0,118.71,15.44,67.14,16.45,Moderate
Mumbai,2023-06-01,55.23,115.48,71.26,37.65,4.12,133.01,18.54,76.43,16.61,Good
Mumbai,2023-06-02,41.64,135.89,71.39,41.04,3.24,147.32,21.63,85.72,16.77,Good
Mumbai,2023-06-03,37.55,12.43,5.37,15.89,7.31,44.88,2.3,42.51,13.17,Good
Mumbai,2023-06-04,140.2,131.17,8.95,40.5,5.25,22.31,5.94,44.05,1.26,Unhealthy
Mumbai,2023-06-05,115.52,88.18,46.66,34.26,5.72,36.08,5.21,35.74,5.84,Unhealthy
Mumbai,2023-06-06,90.84,45.19,84.38,28.02,6.2,49.84,4.48,27.44,10.42,Moderate
Mumbai,2023-06-07,49.1,111.03,13.02,18.02,3.81,72.94,25.97,78.03,13.68,Good
Mumbai,2023-06-08,91.86,118.65,27.94,19.84,6.32,90.69,20.35,70.63,12.38,Moderate
Mumbai,2023-06-09,134.61,126.26,42.86,21.66,8.82,108.44,14.73,63.22,11.07,Unhealthy
Mumbai,2023-06-10,96.02,110.65,57.68,34.02,1.96,136.42,23.38,49.9,16.82,Moderate
Mumbai,2023-06-11,63.78,135.22,56.52,32.16,4.31,105.26,27.33,36.85,16.73,Good
Mumbai,2023-06-12,31.54,159.8,55.37,30.31,6.67,74.1,31.27,23.8,16.64,Good
Mumbai,2023-06-13,61.69,183.39,44.15,21.77,4.68,86.08,9.61,73.02,10.48,Good
Mumbai,2023-06-14,76.64,22.99,80.32,15.44,3.88,100.1,-1.16,66.9,7.9,Moderate
Mumbai,2023-06-15,51.61,61.59,42.6,30.9,1.3,193.39,5.86,49.18,2.75,Good
Mumbai,2023-06-16,86.86,133.32,13.71,19.43,1.2,192.09,31.91,92.32,7.1,Moderate
Mumbai,2023-06-17,96.25,97.8,74.27,30.82,3.99,94.45,20.45,54.51,2.68,Moderate
Mumbai,2023-06-18,137.52,73.58,21.87,35.17,6.38,17.23,3.27,77.5,13.69,Unhealthy
Mumbai,2023-06-19,30.42,75.11,44.57,31.19,2.47,163.49,16.37,74.94,11.71,Good
Mumbai,2023-06-20,56.04,103.54,54.55,28.23,3.49,117.81,15.37,66.7,10.93,Good
Mumbai,2023-06-21,81.66,131.97,64.53,25.28,4.51,72.13,14.37,58.47,10.15,Moderate
Mumbai,2023-06-22,18.48,31.38,95.4,19.75,7.56,175.9,22.08,30.6,12.55,Good
Mumbai,2023-06-23,18.44,111.27,6.68,1.7,2.81,169.71,12.6,97.28,13.11,Good
Mumbai,2023-06-24,66.66,134.53,15.88,24.73,5.41,26.09,11.9,35.7,6.75,Moderate
Mumbai,2023-06-25,17.3,192.62,75.78,7.39,1.44,171.78,-3.64,67.7,12.57,Good
Mumbai,2023-06-26,122.4,125.01,75.51,14.83,4.58,61.9,36.29,39.33,11.48,Unhealthy
Mumbai,2023-06-27,120.86,78.45,54.82,29.18,4.56,80.93,16.64,65.37,9.91,Unhealthy
Mumbai,2023-06-28,119.33,31.89,34.13,43.53,4.53,99.96,-3.01,91.41,8.34,Unhealthy
Mumbai,2023-06-29,104.55,66.11,45.71,34.04,5.6,127.41,6.13,87.66,11.21,Unhealthy
Mumbai,2023-06-30,89.77,100.32,57.28,24.54,6.66,154.85,15.26,83.92,14.08,Moderate
Mumbai,2023-07-01,74.99,134.54,68.86,15.05,7.73,182.3,24.4,80.17,16.95,Moderate
Mumbai,2023-07-02,20.47,123.01,72.97,21.12,8.87,195.1,34.87,30.3,3.92,Good
Mumbai,2023-07-03,91.42,71.24,47.69,25.52,4.02,51.5,-2.36,45.2,11.11,Moderate
Mumbai,2023-07-04,140.71,13.88,93.16,36.6,1.54,158.19,-6.45,41.84,12.05,Unhealthy
Mumbai,2023-07-05,61.2,99.89,61.15,24.52,7.63,91.29,13.67,33.87,12.83,Good
Mumbai,2023-07-06,64.93,91.37,79.01,32.32,5.49,92.81,22.2,30.67,13.16,Good
Mumbai,2023-07-07,68.66,82.84,96.87,40.11,3.35,94.33,30.73,27.46,13.49,Moderate
Mumbai,2023-07-08,82.39,100.35,14.96,22.12,7.1,34.02,23.3,70.07,11.72,Moderate
Mumbai,2023-07-09,113.29,117.12,76.29,7.17,4.68,185.09,19.51,71.81,19.64,Unhealthy
Mumbai,2023-07-10,49.26,142.07,51.41,29.72,4.67,154.63,21.56,89.76,17.96,Good
Mumbai,2023-07-11,108.06,144.38,70.74,29.12,9.72,159.95,12.17,41.97,8.85,Unhealthy
Mumbai,2023-07-12,82.68,98.16,60.26,33.34,7.36,121.26,11.94,46.43,9.35,Moderate
Mumbai,2023-07-13,57.29,51.94,49.78,37.57,5.01,82.57,11.71,50.89,9.84,Good
Mumbai,2023-07-14,63.85,161.19,98.49,29.43,8.46,186.96,13.88,66.4,3.23,Good
Mumbai,2023-07-15,68.33,161.15,62.88,36.27,6.12,163.64,7.02,68.84,10.72,Moderate
Mumbai,2023-07-16,72.81,161.11,27.26,43.12,3.78,140.31,0.17,71.28,18.22,Moderate
Mumbai,2023-07-17,52.14,96.11,60.9,24.96,3.14,127.33,7.36,70.32,13.44,Good
Mumbai,2023-07-18,51.48,122.84,41.56,7.86,8.79,138.44,22.09,46.28,11.47,Good
Mumbai,2023-07-19,67.64,112.46,67.79,28.24,5.02,103.5,11.84,66.04,5.26,Moderate
Mumbai,2023-07-20,59.83,112.75,57.38,24.89,7.17,82.31,12.89,52.98,7.12,Good
Mumbai,2023-07-21,52.02,113.05,46.98,21.53,9.33,61.12,13.93,39.92,8.98,Good
Mumbai,2023-07-22,81.39,110.31,46.09,20.74,7.75,81.91,11.51,35.33,7.29,Moderate
